"","x"
"239","5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)"
"240","Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)"
"241","Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)"
"242","Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)"
"243","High density lipoprotein binding protein (Vigilin), isoform CRA_a (Vigilin)"
"244","Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein)"
"245","Galectin (Fragment)"
"246","Disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila), isoform CRA_a"
"247","Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)"
"248","Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (IGF-II mRNA-binding protein 3) (KH domain-containing protein overexpressed in cancer) (hKOC) (VICKZ family member 3)"
"249","Collagen alpha-1(I) chain (Alpha-1 type I collagen)"
"250","Glutamine--fructose-6-phosphate transaminase (isomerizing) (EC 2.6.1.16)"
"251","Glutamine--fructose-6-phosphate transaminase (isomerizing) (EC 2.6.1.16)"
"252","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)"
"253","Spectrin beta chain"
"254","Mannose-1-phosphate guanyltransferase beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta)"
"255","Nuclear pore complex protein Nup160 (160 kDa nucleoporin) (Nucleoporin Nup160)"
"256","ATPase type 13A1, isoform CRA_f"
"257","60S ribosomal protein L23"
"258","39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13) (Mitochondrial large ribosomal subunit protein uL13m)"
"259","Coronin-1B (Coronin-2)"
"260","26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2) (Protein MSS1)"
"261","Pericentrin (Kendrin) (Pericentrin-B)"
"262","TAO kinase 1, isoform CRA_a"
"263","Elongation factor 1-alpha (Fragment)"
"264","EEF1A1 protein (Fragment)"
"265","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)"
"266","Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)"
"267","Myosin, heavy polypeptide 9, non-muscle, isoform CRA_a"
"268","ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)"
"269","Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90)"
"270","Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)"
"271","Serine/threonine-protein phosphatase (EC 3.1.3.16)"
"272","Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (eIF-3 p48)"
"273","Myosin, heavy polypeptide 9, non-muscle, isoform CRA_a"
"274","Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)"
"275","Coatomer subunit beta (Beta-coat protein) (Beta-COP)"
"276","Protein pelota homolog (EC 3.1.-.-)"
"277","RAB8A, member RAS oncogene family, isoform CRA_a"
"278","Ras-related protein Rab-8B"
"279","Matrix metalloproteinase-14 (EC 3.4.24.80)"
"280","Chromosome 9 open reading frame 88, isoform CRA_a"
"281","AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein)"
"282","IQ motif containing GTPase activating protein 1"
"283","AP-3 complex subunit beta"
"284","Protein NipSnap homolog 1 (Fragment)"
"285","RPS4X protein (Fragment)"
"286","Nicotinamide N-methyltransferase (EC 2.1.1.1)"
"287","cDNA FLJ55643, highly similar to SEC23-interacting protein"
"288","Clathrin light chain"
"289","ADP-ribosylation factor 4"
"290","Valyl-tRNA synthetase (EC 6.1.1.9)"
"291","Eukaryotic translation initiation factor 4 gamma 1"
"292","Kinesin-like protein"
"293","Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (Hepatocellular carcinoma autoantigen p62) (IGF-II mRNA-binding protein 2) (VICKZ family member 2)"
"294","Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (eIF-3-beta) (eIF3 p36)"
"295","Epididymis tissue sperm binding protein Li 3a"
"296","cDNA FLJ52068, highly similar to Microtubule-associated protein RP/EB family member 1"
"297","Sorcin (22 kDa protein) (CP-22) (CP22) (V19)"
"298","V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)"
"299","Activating signal cointegrator 1 complex subunit 3 (EC 3.6.4.12) (ASC-1 complex subunit p200) (ASC1p200) (Helicase, ATP binding 1) (Trip4 complex subunit p200)"
"300","60S ribosomal protein L8 (Fragment)"
"301","Epididymis secretory protein Li 45"
"302","RAB13 protein (Fragment)"
"303","CCN family member 5 (Connective tissue growth factor-like protein) (CTGF-L) (Connective tissue growth factor-related protein 58) (WNT1-inducible-signaling pathway protein 2) (WISP-2)"
"304","Importin subunit alpha-7 (Karyopherin subunit alpha-6)"
"305","Cancer-related nucleoside-triphosphatase (Chromosome 1 open reading frame 57, isoform CRA_a)"
"306","Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]"
"307","Nucleolin"
"308","Heat shock 27 kDa protein (Heat shock protein beta-1)"
"309","Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5)"
"310","L-lactate dehydrogenase B chain (Fragment)"
"311","L-lactate dehydrogenase (EC 1.1.1.27)"
"312","1,4-alpha-glucan branching enzyme (EC 2.4.1.18)"
"313","Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP)"
"314","ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)"
"315","Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)"
"316","Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)"
"317","Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)"
"318","Myosin IC, isoform CRA_a"
"319","NA"
"320","Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1)"
"321","Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1)"
"322","LPP protein"
"323","Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9)"
"324","28S ribosomal protein S27, mitochondrial (Fragment)"
"325","Dedicator of cytokinesis protein 7"
"326","Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)"
"327","NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)"
"328","6-phosphogluconate dehydrogenase, decarboxylating (Fragment)"
"329","Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)"
"330","Exocyst complex component 1, isoform CRA_a"
"331","Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5)"
"332","Glycogen phosphorylase, brain form (EC 2.4.1.1)"
"333","Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)"
"334","E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)"
"335","Tight junction protein 2 (Zona occludens 2), isoform CRA_a"
"336","40S ribosomal protein S27 (Metallopan-stimulin 1) (MPS-1) (Small ribosomal subunit protein eS27)"
"337","COP9 signalosome complex subunit 1 (SGN1) (Signalosome subunit 1) (G protein pathway suppressor 1) (GPS-1) (JAB1-containing signalosome subunit 1) (Protein MFH)"
"338","Pyrroline-5-carboxylate reductase 3 (P5C reductase 3) (P5CR 3) (EC 1.5.1.2) (Pyrroline-5-carboxylate reductase-like protein)"
"339","Fibronectin"
"340","Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]"
"341","Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)"
"342","Epididymis secretory protein Li 85 (Poly(RC) binding protein 1) (cDNA, FLJ94964, highly similar to Homo sapiens poly(rC) binding protein 1 (PCBP1), mRNA)"
"343","40S ribosomal protein S15a"
"344","Ezrin"
"345","Radixin (Radixin, isoform CRA_b) (cDNA, FLJ93349, Homo sapiens radixin (RDX), mRNA)"
"346","Moesin (Membrane-organizing extension spike protein)"
"347","Serine-threonine kinase receptor-associated protein (MAP activator with WD repeats) (UNR-interacting protein) (WD-40 repeat protein PT-WD)"
"348","PDZ and LIM domain protein 4 (LIM protein RIL) (Reversion-induced LIM protein)"
"349","2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)"
"350","Glycogen phosphorylase, brain form (EC 2.4.1.1)"
"351","A-kinase anchor protein 2 (AKAP-2) (AKAP-KL) (Protein kinase A-anchoring protein 2) (PRKA2)"
"352","RNA helicase (EC 3.6.4.13)"
"353","RNA helicase (EC 3.6.4.13)"
"354","DNA polymerase (EC 2.7.7.7) (Fragment)"
"355","40S ribosomal protein S26"
"356","Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Monocyte protein 4) (MOP-4) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)"
"357","Protein transport protein sec16 (Fragment)"
"358","F-actin-capping protein subunit beta"
"359","Surfeit locus protein 4"
"360","Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)"
"361","Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)"
"362","26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)"
"363","RNA helicase (EC 3.6.4.13) (Fragment)"
"364","Receptor protein-tyrosine kinase (EC 2.7.10.1)"
"365","cDNA FLJ54293"
"366","Moesin (Membrane-organizing extension spike protein)"
"367","Sorting nexin-3 (Protein SDP3)"
"368","60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3)"
"369","GNAS complex locus"
"370","Calcium-activated neutral proteinase 2 (EC 3.4.22.53) (Calpain M-type) (Calpain-2 catalytic subunit) (Calpain-2 large subunit) (Millimolar-calpain)"
"371","Calcium-activated neutral proteinase 2 (EC 3.4.22.53) (Calpain M-type) (Calpain-2 catalytic subunit) (Calpain-2 large subunit) (Millimolar-calpain) (Fragment)"
"372","Tubulin alpha-4A chain (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain)"
"373","NADPH--hemoprotein reductase (EC 1.6.2.4) (Fragment)"
"374","Protein flightless-1 homolog"
"375","Peptidyl-prolyl cis-trans isomerase FKBP10 (PPIase FKBP10) (EC 5.2.1.8) (65 kDa FK506-binding protein) (65 kDa FKBP) (FKBP-65) (FK506-binding protein 10) (FKBP-10) (Immunophilin FKBP65) (Rotamase)"
"376","Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)"
"377","WD repeat domain 1, isoform CRA_a (WD repeat-containing protein 1 isoform 1 variant) (Fragment)"
"378","Enhancer of mRNA-decapping protein 4 (Autoantigen Ge-1) (Autoantigen RCD-8) (Human enhancer of decapping large subunit) (Hedls)"
"379","CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]"
"380","cDNA FLJ58735, highly similar to Helicase SKI2W"
"381","Tubulin alpha chain"
"382","Tubulin alpha chain"
"383","Tubulin alpha-4A chain (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain)"
"384","Polyadenylate-binding protein (PABP)"
"385","Alpha-taxilin"
"386","Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)"
"387","Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)]"
"388","AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit)"
"389","Ras-related protein Rab-10 (EC 3.6.5.2)"
"390","RAB13 protein (Fragment)"
"391","Nucleoredoxin (EC 1.8.1.8)"
"392","Lysophospholipase-like protein 1 (EC 3.1.2.-)"
"393","MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAP-K5) (MAPKAPK-5) (MK-5) (MK5) (EC 2.7.11.1) (p38-regulated/activated protein kinase) (PRAK)"
"394","Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (HectH2)"
"395","Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)"
"396","Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)"
"397","Putative heat shock protein HSP 90-beta 2 (Heat shock protein 90-beta b) (Heat shock protein 90Bb)"
"398","Eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa variant (Fragment)"
"399","RNA helicase (EC 3.6.4.13)"
"400","T-complex protein 1 subunit gamma"
"401","GPR177 protein (Fragment)"
"402","Utrophin (Dystrophin-related protein 1) (DRP-1)"
"403","Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84)"
"404","Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]"
"405","GIPC PDZ domain containing family, member 1, isoform CRA_a"
"406","ATP-binding cassette sub-family E member 1 (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)"
"407","Fibulin-1 (FIBL-1)"
"408","Protein VAC14 homolog"
"409","Small nuclear ribonucleoprotein-associated protein"
"410","Four and a half LIM domains protein 1 (Fragment)"
"411","cDNA FLJ53108, highly similar to Guanine nucleotide-binding protein alpha-13 subunit"
"412","T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]"
"413","Helix-destabilizing protein (Heterogeneous nuclear ribonucleoprotein A1) (Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed) (hnRNP core protein A1)"
"414","Ndr Ser/Thr kinase-like protein (Fragment)"
"415","NA"
"416","Ataxin-2 (Fragment)"
"417","Exocyst complex component 7 (Exocyst complex component Exo70) (Fragment)"
"418","Sorting nexin-12"
"419","Sorting nexin-3 (Protein SDP3)"
"420","Component of oligomeric Golgi complex 4 (Conserved oligomeric Golgi complex subunit 4)"
"421","39S ribosomal protein S18a, mitochondrial (Fragment)"
"422","Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)"
"423","10-formyltetrahydrofolate dehydrogenase (EC 1.5.1.6)"
"424","Exocyst complex component 4 (Exocyst complex component Sec8)"
"425","Peptide deformylase (EC 3.5.1.88)"
"426","60 kDa SS-A/Ro ribonucleoprotein (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (Ro60) (RoRNP) (Ro 60 kDa autoantigen) (Ro60 autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2)"
"427","Drebrin (Developmentally-regulated brain protein)"
"428","Exportin-T (Exportin(tRNA)) (tRNA exportin)"
"429","cDNA FLJ75526, highly similar to Homo sapiens proliferation-associated 2G4, 38kDa (PA2G4), mRNA (Fragment)"
"430","Mitogen-activated protein kinase kinase 3 isoform B variant (Fragment)"
"431","UV excision repair protein RAD23 (Fragment)"
"432","Guanine nucleotide-binding protein G(i) subunit alpha-3 (G(i) alpha-3)"
"433","E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147)"
"434","Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)"
"435","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta)"
"436","Deleted."
"437","Nucleolar complex protein 2 homolog"
"438","Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)"
"439","Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1)"
"440","Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin]"
"441","116 kDa U5 small nuclear ribonucleoprotein component (U5 snRNP-specific protein, 116 kDa)"
"442","DIAPH2 protein"
"443","60S ribosomal protein L13 (Breast basic conserved protein 1) (Large ribosomal subunit protein eL13)"
"444","Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase)"
"445","Sushi repeat-containing protein SRPX"
"446","ATP-binding cassette, sub-family F (GCN20), member 2"
"447","Kinesin light chain"
"448","Kinesin light chain 2 (KLC 2)"
"449","ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1) (DEAD box protein retinoblastoma) (DBP-RB)"
"450","Phospholipase A-2-activating protein (PLA2P) (PLAP)"
"451","Deleted."
"452","N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (hARD1) (NatA catalytic subunit Naa10)"
"453","Rab3 GTPase-activating protein non-catalytic subunit (RGAP-iso) (Rab3 GTPase-activating protein 150 kDa subunit) (Rab3-GAP p150) (Rab3-GAP150) (Rab3-GAP regulatory subunit)"
"454","Dynamin-2 (EC 3.6.5.5)"
"455","Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205) (Inosine-5'-monophosphate dehydrogenase type II) (IMP dehydrogenase II) (IMPDH-II)"
"456","Protein FAM91A1"
"457","Exocyst complex component 5 (Exocyst complex component Sec10)"
"458","Filamin B, beta (Actin binding protein 278), isoform CRA_a"
"459","Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)"
"460","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)"
"461","Polyadenylate-binding protein (PABP)"
"462","Polyadenylate-binding protein (PABP)"
"463","Synembryn-A (Protein Ric-8A)"
"464","26S proteasome non-ATPase regulatory subunit 8"
"465","Dehydrogenase/reductase SDR family member 7 (EC 1.1.-.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1)"
"466","Deleted."
"467","Acetyl-CoA carboxylase 1 (EC 6.4.1.2)"
"468","Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)"
"469","60S ribosomal protein L34 (Large ribosomal subunit protein eL34)"
"470","Procollagen galactosyltransferase 1 (EC 2.4.1.50) (Collagen beta(1-O)galactosyltransferase 1) (ColGalT 1) (Glycosyltransferase 25 family member 1) (Hydroxylysine galactosyltransferase 1)"
"471","Protein lin-7 homolog A"
"472","Transgelin-2 (Fragment)"
"473","Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)"
"474","NA"
"475","Phosphomevalonate kinase (PMKase) (hPMK) (EC 2.7.4.2)"
"476","UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)"
"477","Polyadenylate-binding protein (PABP)"
"478","Tetraspanin (Fragment)"
"479","Non-specific serine/threonine protein kinase (EC 2.7.11.1) (Fragment)"
"480","Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase)"
"481","Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]"
"482","Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]"
"483","Coronin-2B (Coronin-like protein C) (Clipin-C) (Protein FC96)"
"484","Actin-related protein 2 (Actin-like protein 2)"
"485","TMX3 protein (Fragment)"
"486","PRO2637"
"487","Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta)"
"488","Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)"
"489","Alpha-actinin-4 (Non-muscle alpha-actinin 4)"
